((11292,01-28),(List(48697.0, 5615.0, 2059.0, 8.519491824309288, 21.845115711961455, 10.0),List(11400.0, 605.0, 318.0, 18.84297520661157, 35.84905660377358, 1.0),-14.003940891812128))
((11292,01-29),(List(47612.0, 5726.0, 1923.0, 8.3352092447151, 23.663645104882654, 10.0),List(4567.0, 556.0, 195.0, 8.214028776978417, 23.42051282051282, 1.0),0.24313228436983536))
((11292,01-30),(List(46432.0, 5666.0, 1850.0, 8.23973803805831, 23.070958315418668, 10.0),List(3729.0, 562.0, 145.0, 6.635231316725979, 25.717241379310344, 1.0),-2.6462830638916763))
((11292,01-31),(List(66472.0, 5525.0, 2289.0, 11.751785715664406, 25.709613688998406, 10.0),List(6458.0, 599.0, 185.0, 10.781302170283807, 34.90810810810811, 1.0),-9.198494419109704))
((11292,02-01),(List(67620.0, 5334.0, 2415.0, 13.457809709974015, 26.92162153553146, 10.0),List(8240.0, 615.0, 215.0, 13.398373983739837, 38.325581395348834, 1.0),-11.403959859817373))
((11292,02-02),(List(69262.0, 5615.0, 2465.0, 12.862130938930132, 26.410288292490073, 10.0),List(5686.0, 508.0, 153.0, 11.192913385826772, 37.16339869281046, 1.0),-10.753110400320388))
((11292,02-03),(List(70095.0, 5623.0, 2428.0, 12.851604744220111, 27.121084968264626, 10.0),List(6690.0, 552.0, 144.0, 12.119565217391305, 46.458333333333336, 1.0),-19.33724836506871))
((11292,02-04),(List(71087.0, 5623.0, 2539.0, 12.892482813715807, 25.800421759101248, 10.0),List(9255.0, 614.0, 223.0, 15.07328990228013, 41.502242152466366, 1.0),-15.701820393365118))
((11292,02-05),(List(59549.0, 5672.0, 2145.0, 10.56298648540839, 26.31919554420769, 10.0),List(6384.0, 570.0, 191.0, 11.2, 33.424083769633505, 1.0),-7.104888225425814))
((11292,02-06),(List(54802.0, 5719.0, 2178.0, 9.403794197836351, 22.845497924692054, 10.0),List(19689.0, 573.0, 428.0, 34.361256544502616, 46.00233644859813, 1.0),-23.156838523906075))
((11292,02-07),(List(57405.0, 5529.0, 2240.0, 9.935117823089328, 24.021047173945874, 10.0),List(15204.0, 598.0, 395.0, 25.4247491638796, 38.49113924050633, 1.0),-14.470092066560454))
((11292,02-08),(List(75876.0, 5673.0, 2686.0, 13.381013480542833, 26.65044436565273, 10.0),List(9406.0, 614.0, 259.0, 15.319218241042345, 36.316602316602314, 1.0),-9.666157950949582))
((11292,02-09),(List(66901.0, 5764.0, 2463.0, 11.736735932833149, 25.984485293964745, 10.0),List(5289.0, 513.0, 197.0, 10.309941520467836, 26.84771573604061, 1.0),-0.8632304420758636))
((11292,02-10),(List(67496.0, 5850.0, 2571.0, 11.846592188816219, 24.53593152360507, 10.0),List(8142.0, 580.0, 289.0, 14.037931034482758, 28.173010380622838, 1.0),-3.6370788570177695))
((11292,02-11),(List(57923.0, 5732.0, 2407.0, 10.107260025627895, 23.258459240123464, 10.0),List(10497.0, 611.0, 285.0, 17.180032733224223, 36.83157894736842, 1.0),-13.573119707244956))
((11292,02-12),(List(53014.0, 5863.0, 2344.0, 8.888662098161504, 22.20256241604431, 10.0),List(9962.0, 585.0, 240.0, 17.02905982905983, 41.50833333333333, 1.0),-19.305770917289024))
((11292,02-13),(List(54475.0, 5867.0, 2356.0, 9.167516850346628, 22.717439020555265, 10.0),List(8287.0, 579.0, 201.0, 14.312607944732298, 41.22885572139303, 1.0),-18.511416700837767))
((11292,02-14),(List(53740.0, 5734.0, 2217.0, 9.283110145040506, 23.41887705705986, 10.0),List(11077.0, 624.0, 248.0, 17.751602564102566, 44.66532258064516, 1.0),-21.2464455235853))
((11292,02-15),(List(60755.0, 5935.0, 2528.0, 10.463124432647383, 24.2470473354751, 10.0),List(8414.0, 634.0, 232.0, 13.271293375394322, 36.26724137931034, 1.0),-12.020194043835243))
((11292,02-16),(List(71703.0, 6106.0, 2683.0, 11.868033262759866, 25.04430291448606, 10.0),List(6102.0, 511.0, 230.0, 11.941291585127201, 26.530434782608694, 1.0),-1.4861318681226336))
((11292,02-17),(List(62501.0, 6184.0, 2624.0, 10.133406394381073, 23.62644495329652, 10.0),List(9976.0, 587.0, 260.0, 16.99488926746167, 38.36923076923077, 1.0),-14.742785815934248))
((11292,02-18),(List(72163.0, 5989.0, 2715.0, 11.944546803630235, 25.752798534967617, 10.0),List(12078.0, 628.0, 368.0, 19.23248407643312, 32.82065217391305, 1.0),-7.067853638945429))
((11292,02-19),(List(67216.0, 6133.0, 2663.0, 11.000060266148749, 24.849800110819622, 10.0),List(7730.0, 605.0, 289.0, 12.776859504132231, 26.747404844290656, 1.0),-1.8976047334710344))
((11292,02-20),(List(83814.0, 5943.0, 3027.0, 14.061066855989873, 27.862461739624656, 10.0),List(10594.0, 605.0, 290.0, 17.510743801652893, 36.53103448275862, 1.0),-8.668572743133964))
((11292,02-21),(List(105634.0, 5919.0, 3157.0, 18.104443200305973, 30.51630735699485, 10.0),List(10932.0, 626.0, 291.0, 17.463258785942493, 37.56701030927835, 1.0),-7.050702952283501))
((11292,02-22),(List(97429.0, 5981.0, 3073.0, 16.773642124833888, 30.61265826703117, 10.0),List(30286.0, 586.0, 363.0, 51.68259385665529, 83.43250688705234, 1.0),-52.819848620021176))
((11292,02-23),(List(75905.0, 6126.0, 2981.0, 12.506352182217267, 24.65952560465214, 10.0),List(12208.0, 511.0, 368.0, 23.89041095890411, 33.17391304347826, 1.0),-8.51438743882612))
((11292,02-24),(List(83541.0, 5890.0, 2749.0, 16.338711737006765, 30.822706650906206, 10.0),List(10112.0, 602.0, 267.0, 16.79734219269103, 37.87265917602996, 1.0),-7.049952525123757))
((11292,02-25),(List(75704.0, 5897.0, 2917.0, 12.866871315034084, 24.611144541793752, 10.0),List(11312.0, 628.0, 280.0, 18.012738853503183, 40.4, 1.0),-15.788855458206246))
((11292,02-26),(List(89196.0, 6107.0, 2957.0, 14.893131006583644, 28.102928164937573, 10.0),List(12301.0, 584.0, 253.0, 21.063356164383563, 48.6205533596838, 1.0),-20.517625194746223))
((11292,02-27),(List(58296.0, 6017.0, 2626.0, 9.544834997034709, 22.10695638776938, 10.0),List(10233.0, 605.0, 279.0, 16.91404958677686, 36.67741935483871, 1.0),-14.570462967069332))
((11292,02-28),(List(66147.0, 5942.0, 2634.0, 11.42138254942213, 23.837190902770033, 10.0),List(7500.0, 627.0, 245.0, 11.961722488038278, 30.612244897959183, 1.0),-6.77505399518915))
((11292,03-01),(List(89627.0, 6024.0, 2933.0, 15.774437884860024, 29.090279739307146, 10.0),List(9212.0, 627.0, 261.0, 14.692185007974482, 35.29501915708812, 1.0),-6.204739417780974))
((11292,03-02),(List(82520.0, 6149.0, 2731.0, 13.60600655682191, 29.47220054295069, 10.0),List(10072.0, 500.0, 254.0, 20.144, 39.653543307086615, 1.0),-10.181342764135923))
((11292,03-03),(List(66521.0, 6049.0, 2521.0, 11.313927539898321, 24.748757177600694, 10.0),List(16940.0, 597.0, 438.0, 28.375209380234505, 38.67579908675799, 1.0),-13.927041909157296))
((11292,03-04),(List(66409.0, 6117.0, 2697.0, 10.89883291159655, 24.752971238131973, 10.0),List(12920.0, 640.0, 345.0, 20.1875, 37.44927536231884, 1.0),-12.69630412418687))
((11292,03-05),(List(85939.0, 6103.0, 2709.0, 14.330044212514732, 29.110135918007664, 10.0),List(5163.0, 606.0, 210.0, 8.51980198019802, 24.585714285714285, 1.0),4.524421632293379))
((11292,03-06),(List(80578.0, 6070.0, 2500.0, 14.007727085356047, 29.110632675906594, 10.0),List(5452.0, 617.0, 216.0, 8.836304700162074, 25.24074074074074, 1.0),3.869891935165853))
((11292,03-07),(List(87659.0, 6062.0, 3018.0, 14.57841397057621, 27.985837856664745, 10.0),List(8126.0, 652.0, 301.0, 12.463190184049079, 26.996677740863788, 1.0),0.9891601158009564))
((11292,03-08),(List(67948.0, 6218.0, 2707.0, 10.897172629052466, 25.467882033929783, 10.0),List(7090.0, 656.0, 256.0, 10.807926829268293, 27.6953125, 1.0),-2.227430466070217))
((11292,03-09),(List(60565.0, 6070.0, 2482.0, 10.997454693360663, 25.060689370660036, 10.0),List(14557.0, 580.0, 288.0, 25.098275862068967, 50.545138888888886, 1.0),-25.48444951822885))
((11292,03-10),(List(63921.0, 6248.0, 2681.0, 10.155271724753694, 23.467867439634382, 10.0),List(12809.0, 654.0, 362.0, 19.585626911314986, 35.38397790055249, 1.0),-11.916110460918105))
((11292,03-11),(List(60939.0, 6375.0, 2532.0, 9.57188132771432, 24.24568147577003, 10.0),List(8420.0, 666.0, 249.0, 12.642642642642643, 33.81526104417671, 1.0),-9.569579568406677))
((11292,03-12),(List(68412.0, 6316.0, 2611.0, 10.859170257681193, 25.992838382752307, 10.0),List(7637.0, 653.0, 247.0, 11.695252679938744, 30.91902834008097, 1.0),-4.926189957328663))
((11292,03-13),(List(55880.0, 6256.0, 2479.0, 8.98284121931747, 22.67095621259495, 10.0),List(620.0, 100.0, 56.0, 6.2, 11.071428571428571, 1.0),11.59952764116638))
((11292,03-14),(List(67585.0, 6205.0, 2582.0, 10.87589572462166, 25.776664797674123, 10.0),List(40837.0, 394.0, 363.0, 103.6472081218274, 112.49862258953168, 1.0),-86.72195779185756))
((11292,03-15),(List(58151.0, 6317.0, 2504.0, 9.251623225159168, 23.43492079508352, 10.0),List(15292.0, 662.0, 353.0, 23.099697885196374, 43.32011331444759, 1.0),-19.885192519364068))
((11292,03-16),(List(55943.0, 6405.0, 2412.0, 8.792683782183259, 23.087480893893837, 10.0),List(9355.0, 590.0, 267.0, 15.85593220338983, 35.0374531835206, 1.0),-11.94997228962676))
((11292,03-17),(List(69797.0, 6250.0, 2651.0, 11.189569286079145, 24.331527365461746, 10.0),List(6378.0, 654.0, 203.0, 9.752293577981652, 31.41871921182266, 1.0),-7.087191846360913))
((11292,03-18),(List(96632.0, 6380.0, 3140.0, 15.15296090295989, 28.18025134485898, 10.0),List(5544.0, 656.0, 181.0, 8.451219512195122, 30.629834254143645, 1.0),-2.449582909284665))
((11292,03-19),(List(71610.0, 6313.0, 2897.0, 11.266396770130282, 23.673393199238483, 10.0),List(2873.0, 645.0, 161.0, 4.454263565891472, 17.84472049689441, 1.0),5.828672702344072))
((11292,03-20),(List(69065.0, 6276.0, 2802.0, 11.026951769445237, 25.019150342120035, 10.0),List(5356.0, 657.0, 191.0, 8.15220700152207, 28.041884816753928, 1.0),-3.022734474633893))
((11292,03-21),(List(57495.0, 6199.0, 2594.0, 9.221799175303357, 22.411768208925338, 10.0),List(7547.0, 665.0, 218.0, 11.348872180451128, 34.61926605504587, 1.0),-12.207497846120532))
((11292,03-22),(List(79192.0, 6279.0, 2932.0, 12.602766408473352, 25.66909118978279, 10.0),List(12847.0, 662.0, 280.0, 19.406344410876134, 45.88214285714286, 1.0),-20.21305166736007))
((11292,03-23),(List(122457.0, 5524.0, 2700.0, 26.336215162071568, 41.34122340297809, 10.0),List(8066.0, 592.0, 237.0, 13.625, 34.0337552742616, 1.0),7.307468128716486))
((11292,03-24),(List(110972.0, 6075.0, 3330.0, 18.481447009032795, 29.252906955574712, 10.0),List(8416.0, 650.0, 217.0, 12.947692307692307, 38.78341013824885, 1.0),-9.530503182674135))
((11292,03-25),(List(71136.0, 6378.0, 2892.0, 11.170799807849782, 24.26161029980613, 10.0),List(10218.0, 667.0, 243.0, 15.319340329835082, 42.04938271604938, 1.0),-17.78777241624325))
((11292,03-26),(List(77054.0, 6000.0, 2793.0, 13.728166575377363, 27.590057845340606, 10.0),List(4583.0, 648.0, 157.0, 7.072530864197531, 29.191082802547772, 1.0),-1.6010249572071658))
((11292,03-27),(List(57269.0, 6266.0, 2530.0, 9.064394701414185, 22.21059551034589, 10.0),List(5312.0, 658.0, 147.0, 8.072948328267477, 36.136054421768705, 1.0),-13.925458911422815))
((11292,03-28),(List(56272.0, 6210.0, 2370.0, 9.05554572935641, 23.594824420512687, 10.0),List(4186.0, 668.0, 147.0, 6.266467065868263, 28.476190476190474, 1.0),-4.881366055677788))
((11292,03-29),(List(54731.0, 6276.0, 2257.0, 8.79214514203252, 24.064860914824557, 10.0),List(8442.0, 664.0, 236.0, 12.713855421686747, 35.771186440677965, 1.0),-11.706325525853408))
((11292,03-30),(List(78120.0, 6316.0, 2511.0, 12.367572949034182, 28.61969879476556, 10.0),List(5761.0, 591.0, 186.0, 9.747884940778341, 30.973118279569892, 1.0),-2.3534194848043306))
((11292,03-31),(List(59446.0, 6190.0, 2353.0, 9.595010525057624, 24.707384774718562, 10.0),List(5414.0, 643.0, 158.0, 8.419906687402799, 34.265822784810126, 1.0),-9.558438010091564))
((11292,04-01),(List(54574.0, 6207.0, 2305.0, 8.854090730396763, 23.963279084930296, 10.0),List(11227.0, 657.0, 261.0, 17.088280060882802, 43.015325670498086, 1.0),-19.05204658556779))
((11292,04-02),(List(74019.0, 6201.0, 2626.0, 11.989893896956449, 29.396640762439652, 10.0),List(4006.0, 620.0, 136.0, 6.461290322580645, 29.455882352941178, 1.0),-0.05924159050152511))
((11292,04-03),(List(93787.0, 6096.0, 2962.0, 15.327615939293025, 29.872303668309804, 10.0),List(3606.0, 644.0, 130.0, 5.599378881987578, 27.73846153846154, 1.0),2.133842129848265))
((11292,04-04),(List(64070.0, 5986.0, 2452.0, 11.03887261833045, 25.720982452041746, 10.0),List(6045.0, 659.0, 208.0, 9.17298937784522, 29.0625, 1.0),-3.3415175479582544))
((11292,04-05),(List(58283.0, 6159.0, 2467.0, 9.562308602812351, 23.83223164000686, 10.0),List(5750.0, 656.0, 168.0, 8.765243902439025, 34.226190476190474, 1.0),-10.393958836183614))
((11292,04-06),(List(77558.0, 6215.0, 2702.0, 12.448683719769416, 27.25691875897159, 10.0),List(5518.0, 550.0, 212.0, 10.032727272727273, 26.028301886792452, 1.0),1.2286168721791384))
((11292,04-07),(List(60395.0, 6076.0, 2485.0, 9.858856811244294, 24.02639692523521, 10.0),List(9587.0, 629.0, 208.0, 15.241653418124006, 46.09134615384615, 1.0),-22.064949228610942))
((11292,04-08),(List(68604.0, 6080.0, 2504.0, 11.221478376612406, 26.60170169383388, 10.0),List(5173.0, 671.0, 183.0, 7.709388971684054, 28.26775956284153, 1.0),-1.6660578690076484))
((11292,04-09),(List(74081.0, 5953.0, 2469.0, 13.04391558200111, 28.65349292504477, 10.0),List(3654.0, 631.0, 153.0, 5.79080824088748, 23.88235294117647, 1.0),4.771139983868299))
((11292,04-10),(List(58819.0, 6079.0, 2318.0, 9.723710911564282, 24.356281115704714, 10.0),List(3564.0, 352.0, 176.0, 10.125, 20.25, 1.0),4.106281115704714))
((11292,04-11),(List(52337.0, 6018.0, 2310.0, 8.589943839557616, 21.86780335081064, 10.0),List(8080.0, 571.0, 260.0, 14.15061295971979, 31.076923076923077, 1.0),-9.209119726112437))
((11292,04-12),(List(50996.0, 6145.0, 2206.0, 8.307394543871846, 23.644508833246203, 10.0),List(8145.0, 671.0, 251.0, 12.13859910581222, 32.45019920318725, 1.0),-8.80569036994105))
((11292,04-13),(List(66721.0, 6174.0, 2374.0, 10.93645481243766, 26.15400793161293, 10.0),List(5794.0, 537.0, 187.0, 10.789571694599628, 30.983957219251337, 1.0),-4.8299492876384065))
((11292,04-14),(List(61620.0, 5987.0, 2293.0, 10.253321563080105, 26.14340777084052, 10.0),List(11522.0, 626.0, 243.0, 18.405750798722046, 47.415637860082306, 1.0),-21.272230089241788))
((11292,04-15),(List(80904.0, 6079.0, 2540.0, 13.121292958563327, 30.066864036818014, 10.0),List(11168.0, 666.0, 240.0, 16.76876876876877, 46.53333333333333, 1.0),-16.466469296515317))
((11292,04-16),(List(78861.0, 5627.0, 2535.0, 14.221373401729739, 29.575997820409697, 10.0),List(2507.0, 637.0, 129.0, 3.93563579277865, 19.434108527131784, 1.0),10.141889293277913))
((11292,04-17),(List(141230.0, 5756.0, 2782.0, 25.700606611114118, 43.82061117651922, 10.0),List(5713.0, 654.0, 203.0, 8.735474006116208, 28.142857142857142, 1.0),15.67775403366208))
((11292,04-18),(List(82383.0, 5989.0, 2567.0, 13.928294371382005, 27.892484298406366, 10.0),List(8681.0, 673.0, 266.0, 12.898959881129272, 32.63533834586466, 1.0),-4.7428540474582945))
((11292,04-19),(List(54045.0, 6150.0, 2274.0, 8.64733542972807, 23.059974941245688, 10.0),List(9618.0, 662.0, 206.0, 14.528700906344412, 46.689320388349515, 1.0),-23.629345447103827))
((11292,04-20),(List(61555.0, 6159.0, 2388.0, 9.935525884350238, 25.449591453111914, 10.0),List(4827.0, 536.0, 127.0, 9.005597014925373, 38.00787401574803, 1.0),-12.558282562636116))
((11292,04-21),(List(50689.0, 6048.0, 2297.0, 8.360437053670937, 21.615662234294014, 10.0),List(12945.0, 635.0, 302.0, 20.385826771653544, 42.86423841059602, 1.0),-21.24857617630201))
((11292,04-22),(List(72453.0, 6140.0, 2489.0, 11.608337598817322, 26.00964123409343, 10.0),List(6907.0, 669.0, 210.0, 10.324364723467863, 32.89047619047619, 1.0),-6.880834956382763))
((11292,04-23),(List(64442.0, 6044.0, 2588.0, 10.63226753397819, 24.779722354722896, 10.0),List(5365.0, 636.0, 172.0, 8.435534591194969, 31.191860465116278, 1.0),-6.412138110393382))
((11292,04-24),(List(56967.0, 6115.0, 2218.0, 9.354987916944484, 24.746106960239732, 10.0),List(4986.0, 650.0, 184.0, 7.67076923076923, 27.097826086956523, 1.0),-2.351719126716791))
((11292,04-25),(List(55701.0, 6053.0, 2174.0, 9.17214549757505, 25.865122328931808, 10.0),List(5088.0, 671.0, 169.0, 7.5827123695976155, 30.106508875739646, 1.0),-4.241386546807838))
((11292,04-26),(List(72241.0, 6180.0, 2508.0, 11.639205535297975, 28.494882063493044, 10.0),List(8167.0, 664.0, 215.0, 12.299698795180722, 37.986046511627904, 1.0),-9.49116444813486))
((11292,04-27),(List(64155.0, 6164.0, 2430.0, 10.441671345260401, 26.378380110999153, 10.0),List(5718.0, 540.0, 159.0, 10.588888888888889, 35.9622641509434, 1.0),-9.583884039944245))
((11292,04-28),(List(61454.0, 6063.0, 2252.0, 10.003494043536264, 26.30938695772723, 10.0),List(10311.0, 641.0, 259.0, 16.085803432137286, 39.810810810810814, 1.0),-13.501423853083583))
((11292,04-29),(List(59763.0, 6086.0, 2370.0, 10.15241238909889, 25.239390612250823, 10.0),List(10721.0, 686.0, 289.0, 15.628279883381925, 37.09688581314879, 1.0),-11.857495200897965))
((11292,04-30),(List(61678.0, 6044.0, 2187.0, 10.31379344580286, 27.642817525844446, 10.0),List(8034.0, 645.0, 282.0, 12.455813953488372, 28.48936170212766, 1.0),-0.8465441762832135))
((11292,05-01),(List(65597.0, 6085.0, 2476.0, 10.701764944615544, 26.101827982359204, 10.0),List(6652.0, 690.0, 234.0, 9.640579710144927, 28.427350427350426, 1.0),-2.325522444991222))
((11292,05-02),(List(58532.0, 6034.0, 2185.0, 9.70812489481398, 26.684206603734367, 10.0),List(8804.0, 691.0, 269.0, 12.74095513748191, 32.72862453531599, 1.0),-6.04441793158162))
((11292,05-03),(List(57588.0, 6229.0, 2238.0, 9.104481692907468, 23.827082658935975, 10.0),List(10188.0, 705.0, 238.0, 14.451063829787234, 42.80672268907563, 1.0),-18.979640030139652))
((11292,05-04),(List(51393.0, 6238.0, 2123.0, 8.19380557493382, 24.06785756641153, 10.0),List(5823.0, 589.0, 166.0, 9.886247877758914, 35.07831325301205, 1.0),-11.010455686600519))
((11292,05-05),(List(46839.0, 6154.0, 1962.0, 7.527043480831184, 23.92502262385712, 10.0),List(11583.0, 671.0, 278.0, 17.262295081967213, 41.66546762589928, 1.0),-17.74044500204216))
((11292,05-06),(List(59126.0, 6280.0, 2226.0, 9.437447485525174, 26.225884893993374, 10.0),List(8925.0, 687.0, 287.0, 12.991266375545852, 31.097560975609756, 1.0),-4.871676081616382))
((11292,05-07),(List(62839.0, 6152.0, 2414.0, 10.289098802804983, 25.825473616374364, 10.0),List(11701.0, 643.0, 352.0, 18.19751166407465, 33.24147727272727, 1.0),-7.41600365635291))
((11292,05-08),(List(82374.0, 6165.0, 2585.0, 13.287144526889787, 29.82263578002869, 10.0),List(13389.0, 692.0, 376.0, 19.34826589595376, 35.609042553191486, 1.0),-5.7864067731627955))
((11292,05-09),(List(74912.0, 6144.0, 2580.0, 12.592241799640524, 28.073012799652965, 10.0),List(11964.0, 695.0, 383.0, 17.214388489208634, 31.237597911227155, 1.0),-3.1645851115741905))
((11292,05-10),(List(77614.0, 6305.0, 2833.0, 12.455380286213842, 27.24841921097528, 10.0),List(9729.0, 711.0, 281.0, 13.683544303797468, 34.62277580071174, 1.0),-7.374356589736465))
((11292,05-11),(List(93289.0, 6202.0, 2965.0, 15.343192461219264, 29.81492429883636, 10.0),List(6951.0, 583.0, 190.0, 11.922813036020584, 36.584210526315786, 1.0),-6.7692862274794265))
((11292,05-12),(List(79857.0, 6172.0, 2829.0, 12.781927931133946, 25.61983069953277, 10.0),List(6480.0, 680.0, 216.0, 9.529411764705882, 30.0, 1.0),-4.38016930046723))
((11292,05-13),(List(64610.0, 6286.0, 2551.0, 10.388854654204867, 24.491377786272018, 10.0),List(7340.0, 703.0, 229.0, 10.440967283072546, 32.05240174672489, 1.0),-7.5610239604528715))
((11292,05-14),(List(75542.0, 6167.0, 2640.0, 12.139853594898742, 27.39423598851896, 10.0),List(3946.0, 665.0, 175.0, 5.9338345864661655, 22.548571428571428, 1.0),4.845664559947533))
((11292,05-15),(List(68399.0, 6218.0, 2722.0, 10.955470366725923, 24.628146457092207, 10.0),List(5417.0, 709.0, 202.0, 7.640338504936531, 26.816831683168317, 1.0),-2.1886852260761103))
((11292,05-16),(List(71501.0, 6199.0, 2703.0, 11.379897552657672, 25.406709546120315, 10.0),List(8722.0, 702.0, 244.0, 12.424501424501425, 35.74590163934426, 1.0),-10.339192093223947))
((11292,05-17),(List(65660.0, 6393.0, 2548.0, 10.331023898808256, 25.40884353010476, 10.0),List(9548.0, 706.0, 325.0, 13.524079320113314, 29.37846153846154, 1.0),-3.969618008356779))
((11292,05-18),(List(101959.0, 6328.0, 2859.0, 15.993405821751235, 33.12230109243967, 10.0),List(12276.0, 582.0, 278.0, 21.09278350515464, 44.15827338129496, 1.0),-11.035972288855291))
((11292,05-19),(List(83603.0, 6250.0, 3067.0, 13.307204936415127, 26.600248209221924, 10.0),List(11304.0, 680.0, 313.0, 16.623529411764707, 36.115015974440894, 1.0),-9.51476776521897))
